Time, ProductionCenter, WorkersCount, BufferCount
967.0, Производственный  центр №4, 0, 0
967.0, Производственный  центр №5, 1, 132
968.0, Производственный  центр №1, 0, 0
968.0, Производственный  центр №2, 0, 0
968.0, Производственный  центр №3, 2, 140
968.0, Производственный  центр №4, 0, 0
968.0, Производственный  центр №5, 1, 132
969.0, Производственный  центр №1, 0, 0
969.0, Производственный  центр №2, 0, 0
969.0, Производственный  центр №3, 2, 140
969.0, Производственный  центр №4, 0, 0
969.0, Производственный  центр №5, 1, 131
970.0, Производственный  центр №1, 0, 0
970.0, Производственный  центр №2, 0, 0
970.0, Производственный  центр №3, 2, 139
970.0, Производственный  центр №4, 0, 0
970.0, Производственный  центр №5, 1, 131
971.0, Производственный  центр №1, 0, 0
971.0, Производственный  центр №2, 0, 0
971.0, Производственный  центр №3, 2, 138
971.0, Производственный  центр №4, 0, 0
971.0, Производственный  центр №5, 1, 131
972.0, Производственный  центр №1, 0, 0
972.0, Производственный  центр №2, 0, 0
972.0, Производственный  центр №3, 2, 138
972.0, Производственный  центр №4, 0, 0
972.0, Производственный  центр №5, 1, 130
973.0, Производственный  центр №1, 0, 0
973.0, Производственный  центр №2, 0, 0
973.0, Производственный  центр №3, 2, 137
973.0, Производственный  центр №4, 0, 0
973.0, Производственный  центр №5, 1, 130
974.0, Производственный  центр №1, 0, 0
974.0, Производственный  центр №2, 0, 0
974.0, Производственный  центр №3, 2, 136
974.0, Производственный  центр №4, 0, 0
974.0, Производственный  центр №5, 1, 130
975.0, Производственный  центр №1, 0, 0
975.0, Производственный  центр №2, 0, 0
975.0, Производственный  центр №3, 2, 136
975.0, Производственный  центр №4, 0, 0
975.0, Производственный  центр №5, 1, 129
976.0, Производственный  центр №1, 0, 0
976.0, Производственный  центр №2, 0, 0
976.0, Производственный  центр №3, 2, 135
976.0, Производственный  центр №4, 0, 0
976.0, Производственный  центр №5, 1, 129
977.0, Производственный  центр №1, 0, 0
977.0, Производственный  центр №2, 0, 0
977.0, Производственный  центр №3, 2, 134
977.0, Производственный  центр №4, 0, 0
977.0, Производственный  центр №5, 1, 129
978.0, Производственный  центр №1, 0, 0
978.0, Производственный  центр №2, 0, 0
978.0, Производственный  центр №3, 2, 134
978.0, Производственный  центр №4, 0, 0
978.0, Производственный  центр №5, 1, 128
979.0, Производственный  центр №1, 0, 0
979.0, Производственный  центр №2, 0, 0
979.0, Производственный  центр №3, 2, 133
979.0, Производственный  центр №4, 0, 0
979.0, Производственный  центр №5, 1, 128
980.0, Производственный  центр №1, 0, 0
980.0, Производственный  центр №2, 0, 0
980.0, Производственный  центр №3, 2, 132
980.0, Производственный  центр №4, 0, 0
980.0, Производственный  центр №5, 1, 128
981.0, Производственный  центр №1, 0, 0
981.0, Производственный  центр №2, 0, 0
981.0, Производственный  центр №3, 2, 132
981.0, Производственный  центр №4, 0, 0
981.0, Производственный  центр №5, 1, 127
982.0, Производственный  центр №1, 0, 0
982.0, Производственный  центр №2, 0, 0
982.0, Производственный  центр №3, 2, 131
982.0, Производственный  центр №4, 0, 0
982.0, Производственный  центр №5, 1, 127
983.0, Производственный  центр №1, 0, 0
983.0, Производственный  центр №2, 0, 0
983.0, Производственный  центр №3, 2, 130
983.0, Производственный  центр №4, 0, 0
983.0, Производственный  центр №5, 1, 127
984.0, Производственный  центр №1, 0, 0
984.0, Производственный  центр №2, 0, 0
984.0, Производственный  центр №3, 2, 130
984.0, Производственный  центр №4, 0, 0
984.0, Производственный  центр №5, 1, 126
985.0, Производственный  центр №1, 0, 0
985.0, Производственный  центр №2, 0, 0
985.0, Производственный  центр №3, 2, 129
985.0, Производственный  центр №4, 0, 0
985.0, Производственный  центр №5, 1, 126
986.0, Производственный  центр №1, 0, 0
986.0, Производственный  центр №2, 0, 0
986.0, Производственный  центр №3, 2, 128
986.0, Производственный  центр №4, 0, 0
986.0, Производственный  центр №5, 1, 126
987.0, Производственный  центр №1, 0, 0
987.0, Производственный  центр №2, 0, 0
987.0, Производственный  центр №3, 2, 128
987.0, Производственный  центр №4, 0, 0
987.0, Производственный  центр №5, 1, 125
988.0, Производственный  центр №1, 0, 0
988.0, Производственный  центр №2, 0, 0
988.0, Производственный  центр №3, 2, 127
988.0, Производственный  центр №4, 0, 0
988.0, Производственный  центр №5, 1, 125
989.0, Производственный  центр №1, 0, 0
989.0, Производственный  центр №2, 0, 0
989.0, Производственный  центр №3, 2, 126
989.0, Производственный  центр №4, 0, 0
989.0, Производственный  центр №5, 1, 125
990.0, Производственный  центр №1, 0, 0
990.0, Производственный  центр №2, 0, 0
990.0, Производственный  центр №3, 2, 126
990.0, Производственный  центр №4, 0, 0
990.0, Производственный  центр №5, 1, 124
991.0, Производственный  центр №1, 0, 0
991.0, Производственный  центр №2, 0, 0
991.0, Производственный  центр №3, 2, 125
991.0, Производственный  центр №4, 0, 0
991.0, Производственный  центр №5, 1, 124
992.0, Производственный  центр №1, 0, 0
992.0, Производственный  центр №2, 0, 0
992.0, Производственный  центр №3, 2, 124
992.0, Производственный  центр №4, 0, 0
992.0, Производственный  центр №5, 1, 124
993.0, Производственный  центр №1, 0, 0
993.0, Производственный  центр №2, 0, 0
993.0, Производственный  центр №3, 2, 124
993.0, Производственный  центр №4, 0, 0
993.0, Производственный  центр №5, 1, 123
994.0, Производственный  центр №1, 0, 0
994.0, Производственный  центр №2, 0, 0
994.0, Производственный  центр №3, 2, 123
994.0, Производственный  центр №4, 0, 0
994.0, Производственный  центр №5, 1, 123
995.0, Производственный  центр №1, 0, 0
995.0, Производственный  центр №2, 0, 0
995.0, Производственный  центр №3, 2, 122
995.0, Производственный  центр №4, 0, 0
995.0, Производственный  центр №5, 1, 123
996.0, Производственный  центр №1, 0, 0
996.0, Производственный  центр №2, 0, 0
996.0, Производственный  центр №3, 2, 122
996.0, Производственный  центр №4, 0, 0
996.0, Производственный  центр №5, 1, 122
997.0, Производственный  центр №1, 0, 0
997.0, Производственный  центр №2, 0, 0
997.0, Производственный  центр №3, 2, 121
997.0, Производственный  центр №4, 0, 0
997.0, Производственный  центр №5, 1, 122
998.0, Производственный  центр №1, 0, 0
998.0, Производственный  центр №2, 0, 0
998.0, Производственный  центр №3, 2, 120
998.0, Производственный  центр №4, 0, 0
998.0, Производственный  центр №5, 1, 122
999.0, Производственный  центр №1, 0, 0
999.0, Производственный  центр №2, 0, 0
999.0, Производственный  центр №3, 2, 120
999.0, Производственный  центр №4, 0, 0
999.0, Производственный  центр №5, 1, 121
1000.0, Производственный  центр №1, 0, 0
1000.0, Производственный  центр №2, 0, 0
1000.0, Производственный  центр №3, 2, 119
1000.0, Производственный  центр №4, 0, 0
1000.0, Производственный  центр №5, 1, 121
1001.0, Производственный  центр №1, 0, 0
1001.0, Производственный  центр №2, 0, 0
1001.0, Производственный  центр №3, 2, 118
1001.0, Производственный  центр №4, 0, 0
1001.0, Производственный  центр №5, 1, 121
1002.0, Производственный  центр №1, 0, 0
1002.0, Производственный  центр №2, 0, 0
1002.0, Производственный  центр №3, 2, 118
1002.0, Производственный  центр №4, 0, 0
1002.0, Производственный  центр №5, 1, 120
1003.0, Производственный  центр №1, 0, 0
1003.0, Производственный  центр №2, 0, 0
1003.0, Производственный  центр №3, 2, 117
1003.0, Производственный  центр №4, 0, 0
1003.0, Производственный  центр №5, 1, 120
1004.0, Производственный  центр №1, 0, 0
1004.0, Производственный  центр №2, 0, 0
1004.0, Производственный  центр №3, 2, 116
1004.0, Производственный  центр №4, 0, 0
1004.0, Производственный  центр №5, 1, 120
1005.0, Производственный  центр №1, 0, 0
1005.0, Производственный  центр №2, 0, 0
1005.0, Производственный  центр №3, 2, 116
1005.0, Производственный  центр №4, 0, 0
1005.0, Производственный  центр №5, 1, 119
1006.0, Производственный  центр №1, 0, 0
1006.0, Производственный  центр №2, 0, 0
1006.0, Производственный  центр №3, 2, 115
1006.0, Производственный  центр №4, 0, 0
1006.0, Производственный  центр №5, 1, 119
1007.0, Производственный  центр №1, 0, 0
1007.0, Производственный  центр №2, 0, 0
1007.0, Производственный  центр №3, 2, 114
1007.0, Производственный  центр №4, 0, 0
1007.0, Производственный  центр №5, 1, 119
1008.0, Производственный  центр №1, 0, 0
1008.0, Производственный  центр №2, 0, 0
1008.0, Производственный  центр №3, 2, 114
1008.0, Производственный  центр №4, 0, 0
1008.0, Производственный  центр №5, 1, 118
1009.0, Производственный  центр №1, 0, 0
1009.0, Производственный  центр №2, 0, 0
1009.0, Производственный  центр №3, 2, 113
1009.0, Производственный  центр №4, 0, 0
1009.0, Производственный  центр №5, 1, 118
1010.0, Производственный  центр №1, 0, 0
1010.0, Производственный  центр №2, 0, 0
1010.0, Производственный  центр №3, 2, 112
1010.0, Производственный  центр №4, 0, 0
1010.0, Производственный  центр №5, 1, 118
1011.0, Производственный  центр №1, 0, 0
1011.0, Производственный  центр №2, 0, 0
1011.0, Производственный  центр №3, 2, 112
1011.0, Производственный  центр №4, 0, 0
1011.0, Производственный  центр №5, 1, 117
1012.0, Производственный  центр №1, 0, 0
1012.0, Производственный  центр №2, 0, 0
1012.0, Производственный  центр №3, 2, 111
1012.0, Производственный  центр №4, 0, 0
1012.0, Производственный  центр №5, 1, 117
1013.0, Производственный  центр №1, 0, 0
1013.0, Производственный  центр №2, 0, 0
1013.0, Производственный  центр №3, 2, 110
1013.0, Производственный  центр №4, 0, 0
1013.0, Производственный  центр №5, 1, 117
1014.0, Производственный  центр №1, 0, 0
1014.0, Производственный  центр №2, 0, 0
1014.0, Производственный  центр №3, 2, 110
1014.0, Производственный  центр №4, 0, 0
1014.0, Производственный  центр №5, 1, 116
1015.0, Производственный  центр №1, 0, 0
1015.0, Производственный  центр №2, 0, 0
1015.0, Производственный  центр №3, 2, 109
1015.0, Производственный  центр №4, 0, 0
1015.0, Производственный  центр №5, 1, 116
1016.0, Производственный  центр №1, 0, 0
1016.0, Производственный  центр №2, 0, 0
1016.0, Производственный  центр №3, 2, 108
1016.0, Производственный  центр №4, 0, 0
1016.0, Производственный  центр №5, 1, 116
1017.0, Производственный  центр №1, 0, 0
1017.0, Производственный  центр №2, 0, 0
1017.0, Производственный  центр №3, 2, 108
1017.0, Производственный  центр №4, 0, 0
1017.0, Производственный  центр №5, 1, 115
1018.0, Производственный  центр №1, 0, 0
1018.0, Производственный  центр №2, 0, 0
1018.0, Производственный  центр №3, 2, 107
1018.0, Производственный  центр №4, 0, 0
1018.0, Производственный  центр №5, 1, 115
1019.0, Производственный  центр №1, 0, 0
1019.0, Производственный  центр №2, 0, 0
1019.0, Производственный  центр №3, 2, 106
1019.0, Производственный  центр №4, 0, 0
1019.0, Производственный  центр №5, 1, 115
1020.0, Производственный  центр №1, 0, 0
1020.0, Производственный  центр №2, 0, 0
1020.0, Производственный  центр №3, 2, 106
1020.0, Производственный  центр №4, 0, 0
1020.0, Производственный  центр №5, 1, 114
1021.0, Производственный  центр №1, 0, 0
1021.0, Производственный  центр №2, 0, 0
1021.0, Производственный  центр №3, 2, 105
1021.0, Производственный  центр №4, 0, 0
1021.0, Производственный  центр №5, 1, 114
1022.0, Производственный  центр №1, 0, 0
1022.0, Производственный  центр №2, 0, 0
1022.0, Производственный  центр №3, 2, 104
1022.0, Производственный  центр №4, 0, 0
1022.0, Производственный  центр №5, 1, 114
1023.0, Производственный  центр №1, 0, 0
1023.0, Производственный  центр №2, 0, 0
1023.0, Производственный  центр №3, 2, 104
1023.0, Производственный  центр №4, 0, 0
1023.0, Производственный  центр №5, 1, 113
1024.0, Производственный  центр №1, 0, 0
1024.0, Производственный  центр №2, 0, 0
1024.0, Производственный  центр №3, 2, 103
1024.0, Производственный  центр №4, 0, 0
1024.0, Производственный  центр №5, 1, 113
1025.0, Производственный  центр №1, 0, 0
1025.0, Производственный  центр №2, 0, 0
1025.0, Производственный  центр №3, 2, 102
1025.0, Производственный  центр №4, 0, 0
1025.0, Производственный  центр №5, 1, 113
1026.0, Производственный  центр №1, 0, 0
1026.0, Производственный  центр №2, 0, 0
1026.0, Производственный  центр №3, 2, 102
1026.0, Производственный  центр №4, 0, 0
1026.0, Производственный  центр №5, 1, 112
1027.0, Производственный  центр №1, 0, 0
1027.0, Производственный  центр №2, 0, 0
1027.0, Производственный  центр №3, 2, 101
1027.0, Производственный  центр №4, 0, 0
1027.0, Производственный  центр №5, 1, 112
1028.0, Производственный  центр №1, 0, 0
1028.0, Производственный  центр №2, 0, 0
1028.0, Производственный  центр №3, 2, 100
1028.0, Производственный  центр №4, 0, 0
1028.0, Производственный  центр №5, 1, 112
1029.0, Производственный  центр №1, 0, 0
1029.0, Производственный  центр №2, 0, 0
1029.0, Производственный  центр №3, 2, 100
1029.0, Производственный  центр №4, 0, 0
1029.0, Производственный  центр №5, 1, 111
1030.0, Производственный  центр №1, 0, 0
1030.0, Производственный  центр №2, 0, 0
1030.0, Производственный  центр №3, 2, 99
1030.0, Производственный  центр №4, 0, 0
1030.0, Производственный  центр №5, 1, 111
1031.0, Производственный  центр №1, 0, 0
1031.0, Производственный  центр №2, 0, 0
1031.0, Производственный  центр №3, 2, 98
1031.0, Производственный  центр №4, 0, 0
1031.0, Производственный  центр №5, 1, 111
1032.0, Производственный  центр №1, 0, 0
1032.0, Производственный  центр №2, 0, 0
1032.0, Производственный  центр №3, 2, 98
1032.0, Производственный  центр №4, 0, 0
1032.0, Производственный  центр №5, 1, 110
1033.0, Производственный  центр №1, 0, 0
1033.0, Производственный  центр №2, 0, 0
1033.0, Производственный  центр №3, 2, 97
1033.0, Производственный  центр №4, 0, 0
1033.0, Производственный  центр №5, 1, 110
1034.0, Производственный  центр №1, 0, 0
1034.0, Производственный  центр №2, 0, 0
1034.0, Производственный  центр №3, 2, 96
1034.0, Производственный  центр №4, 0, 0
1034.0, Производственный  центр №5, 1, 110
1035.0, Производственный  центр №1, 0, 0
1035.0, Производственный  центр №2, 0, 0
1035.0, Производственный  центр №3, 2, 96
1035.0, Производственный  центр №4, 0, 0
1035.0, Производственный  центр №5, 1, 109
1036.0, Производственный  центр №1, 0, 0
1036.0, Производственный  центр №2, 0, 0
1036.0, Производственный  центр №3, 2, 95
1036.0, Производственный  центр №4, 0, 0
1036.0, Производственный  центр №5, 1, 109
1037.0, Производственный  центр №1, 0, 0
1037.0, Производственный  центр №2, 0, 0
1037.0, Производственный  центр №3, 2, 94
1037.0, Производственный  центр №4, 0, 0
1037.0, Производственный  центр №5, 1, 109
1038.0, Производственный  центр №1, 0, 0
1038.0, Производственный  центр №2, 0, 0
1038.0, Производственный  центр №3, 2, 94
1038.0, Производственный  центр №4, 0, 0
1038.0, Производственный  центр №5, 1, 108
1039.0, Производственный  центр №1, 0, 0
1039.0, Производственный  центр №2, 0, 0
1039.0, Производственный  центр №3, 2, 93
1039.0, Производственный  центр №4, 0, 0
1039.0, Производственный  центр №5, 1, 108
1040.0, Производственный  центр №1, 0, 0
1040.0, Производственный  центр №2, 0, 0
1040.0, Производственный  центр №3, 2, 92
1040.0, Производственный  центр №4, 0, 0
1040.0, Производственный  центр №5, 1, 108
1041.0, Производственный  центр №1, 0, 0
1041.0, Производственный  центр №2, 0, 0
1041.0, Производственный  центр №3, 2, 92
1041.0, Производственный  центр №4, 0, 0
1041.0, Производственный  центр №5, 1, 107
1042.0, Производственный  центр №1, 0, 0
1042.0, Производственный  центр №2, 0, 0
1042.0, Производственный  центр №3, 2, 91
1042.0, Производственный  центр №4, 0, 0
1042.0, Производственный  центр №5, 1, 107
1043.0, Производственный  центр №1, 0, 0
1043.0, Производственный  центр №2, 0, 0
1043.0, Производственный  центр №3, 2, 90
1043.0, Производственный  центр №4, 0, 0
1043.0, Производственный  центр №5, 1, 107
1044.0, Производственный  центр №1, 0, 0
1044.0, Производственный  центр №2, 0, 0
1044.0, Производственный  центр №3, 2, 90
1044.0, Производственный  центр №4, 0, 0
1044.0, Производственный  центр №5, 1, 106
1045.0, Производственный  центр №1, 0, 0
1045.0, Производственный  центр №2, 0, 0
1045.0, Производственный  центр №3, 2, 89
1045.0, Производственный  центр №4, 0, 0
1045.0, Производственный  центр №5, 1, 106
1046.0, Производственный  центр №1, 0, 0
1046.0, Производственный  центр №2, 0, 0
1046.0, Производственный  центр №3, 2, 88
1046.0, Производственный  центр №4, 0, 0
1046.0, Производственный  центр №5, 1, 106
1047.0, Производственный  центр №1, 0, 0
1047.0, Производственный  центр №2, 0, 0
1047.0, Производственный  центр №3, 2, 88
1047.0, Производственный  центр №4, 0, 0
1047.0, Производственный  центр №5, 1, 105
1048.0, Производственный  центр №1, 0, 0
1048.0, Производственный  центр №2, 0, 0
1048.0, Производственный  центр №3, 2, 87
1048.0, Производственный  центр №4, 0, 0
1048.0, Производственный  центр №5, 1, 105
1049.0, Производственный  центр №1, 0, 0
1049.0, Производственный  центр №2, 0, 0
1049.0, Производственный  центр №3, 2, 86
1049.0, Производственный  центр №4, 0, 0
1049.0, Производственный  центр №5, 1, 105
1050.0, Производственный  центр №1, 0, 0
1050.0, Производственный  центр №2, 0, 0
1050.0, Производственный  центр №3, 2, 86
1050.0, Производственный  центр №4, 0, 0
1050.0, Производственный  центр №5, 1, 104
1051.0, Производственный  центр №1, 0, 0
1051.0, Производственный  центр №2, 0, 0
1051.0, Производственный  центр №3, 2, 85
1051.0, Производственный  центр №4, 0, 0
1051.0, Производственный  центр №5, 1, 104
1052.0, Производственный  центр №1, 0, 0
1052.0, Производственный  центр №2, 0, 0
1052.0, Производственный  центр №3, 2, 84
1052.0, Производственный  центр №4, 0, 0
1052.0, Производственный  центр №5, 1, 104
1053.0, Производственный  центр №1, 0, 0
1053.0, Производственный  центр №2, 0, 0
1053.0, Производственный  центр №3, 2, 84
1053.0, Производственный  центр №4, 0, 0
1053.0, Производственный  центр №5, 1, 103
1054.0, Производственный  центр №1, 0, 0
1054.0, Производственный  центр №2, 0, 0
1054.0, Производственный  центр №3, 2, 83
1054.0, Производственный  центр №4, 0, 0
1054.0, Производственный  центр №5, 1, 103
1055.0, Производственный  центр №1, 0, 0
1055.0, Производственный  центр №2, 0, 0
1055.0, Производственный  центр №3, 2, 82
1055.0, Производственный  центр №4, 0, 0
1055.0, Производственный  центр №5, 1, 103
1056.0, Производственный  центр №1, 0, 0
1056.0, Производственный  центр №2, 0, 0
1056.0, Производственный  центр №3, 2, 82
1056.0, Производственный  центр №4, 0, 0
1056.0, Производственный  центр №5, 1, 102
1057.0, Производственный  центр №1, 0, 0
1057.0, Производственный  центр №2, 0, 0
1057.0, Производственный  центр №3, 2, 81
1057.0, Производственный  центр №4, 0, 0
1057.0, Производственный  центр №5, 1, 102
1058.0, Производственный  центр №1, 0, 0
1058.0, Производственный  центр №2, 0, 0
1058.0, Производственный  центр №3, 2, 80
1058.0, Производственный  центр №4, 0, 0
1058.0, Производственный  центр №5, 1, 102
1059.0, Производственный  центр №1, 0, 0
1059.0, Производственный  центр №2, 0, 0
1059.0, Производственный  центр №3, 2, 80
1059.0, Производственный  центр №4, 0, 0
1059.0, Производственный  центр №5, 1, 101
1060.0, Производственный  центр №1, 0, 0
1060.0, Производственный  центр №2, 0, 0
1060.0, Производственный  центр №3, 2, 79
1060.0, Производственный  центр №4, 0, 0
1060.0, Производственный  центр №5, 1, 101
1061.0, Производственный  центр №1, 0, 0
1061.0, Производственный  центр №2, 0, 0
1061.0, Производственный  центр №3, 2, 78
1061.0, Производственный  центр №4, 0, 0
1061.0, Производственный  центр №5, 1, 101
1062.0, Производственный  центр №1, 0, 0
1062.0, Производственный  центр №2, 0, 0
1062.0, Производственный  центр №3, 2, 78
1062.0, Производственный  центр №4, 0, 0
1062.0, Производственный  центр №5, 1, 100
1063.0, Производственный  центр №1, 0, 0
1063.0, Производственный  центр №2, 0, 0
1063.0, Производственный  центр №3, 2, 77
1063.0, Производственный  центр №4, 0, 0
1063.0, Производственный  центр №5, 1, 100
1064.0, Производственный  центр №1, 0, 0
1064.0, Производственный  центр №2, 0, 0
1064.0, Производственный  центр №3, 2, 76
1064.0, Производственный  центр №4, 0, 0
1064.0, Производственный  центр №5, 1, 100
1065.0, Производственный  центр №1, 0, 0
1065.0, Производственный  центр №2, 0, 0
1065.0, Производственный  центр №3, 2, 76
1065.0, Производственный  центр №4, 0, 0
1065.0, Производственный  центр №5, 1, 99
1066.0, Производственный  центр №1, 0, 0
1066.0, Производственный  центр №2, 0, 0
1066.0, Производственный  центр №3, 2, 75
1066.0, Производственный  центр №4, 0, 0
1066.0, Производственный  центр №5, 1, 99
1067.0, Производственный  центр №1, 0, 0
1067.0, Производственный  центр №2, 0, 0
1067.0, Производственный  центр №3, 2, 74
1067.0, Производственный  центр №4, 0, 0
1067.0, Производственный  центр №5, 1, 99
1068.0, Производственный  центр №1, 0, 0
1068.0, Производственный  центр №2, 0, 0
1068.0, Производственный  центр №3, 2, 74
1068.0, Производственный  центр №4, 0, 0
1068.0, Производственный  центр №5, 1, 98
1069.0, Производственный  центр №1, 0, 0
1069.0, Производственный  центр №2, 0, 0
1069.0, Производственный  центр №3, 2, 73
1069.0, Производственный  центр №4, 0, 0
1069.0, Производственный  центр №5, 1, 98
1070.0, Производственный  центр №1, 0, 0
1070.0, Производственный  центр №2, 0, 0
1070.0, Производственный  центр №3, 2, 72
1070.0, Производственный  центр №4, 0, 0
1070.0, Производственный  центр №5, 1, 98
1071.0, Производственный  центр №1, 0, 0
1071.0, Производственный  центр №2, 0, 0
1071.0, Производственный  центр №3, 2, 72
1071.0, Производственный  центр №4, 0, 0
1071.0, Производственный  центр №5, 1, 97
1072.0, Производственный  центр №1, 0, 0
1072.0, Производственный  центр №2, 0, 0
1072.0, Производственный  центр №3, 2, 71
1072.0, Производственный  центр №4, 0, 0
1072.0, Производственный  центр №5, 1, 97
1073.0, Производственный  центр №1, 0, 0
1073.0, Производственный  центр №2, 0, 0
1073.0, Производственный  центр №3, 2, 70
1073.0, Производственный  центр №4, 0, 0
1073.0, Производственный  центр №5, 1, 97
1074.0, Производственный  центр №1, 0, 0
1074.0, Производственный  центр №2, 0, 0
1074.0, Производственный  центр №3, 2, 70
1074.0, Производственный  центр №4, 0, 0
1074.0, Производственный  центр №5, 1, 96
1075.0, Производственный  центр №1, 0, 0
1075.0, Производственный  центр №2, 0, 0
1075.0, Производственный  центр №3, 2, 69
1075.0, Производственный  центр №4, 0, 0
1075.0, Производственный  центр №5, 1, 96
1076.0, Производственный  центр №1, 0, 0
1076.0, Производственный  центр №2, 0, 0
1076.0, Производственный  центр №3, 2, 68
1076.0, Производственный  центр №4, 0, 0
1076.0, Производственный  центр №5, 1, 96
1077.0, Производственный  центр №1, 0, 0
1077.0, Производственный  центр №2, 0, 0
1077.0, Производственный  центр №3, 2, 68
1077.0, Производственный  центр №4, 0, 0
1077.0, Производственный  центр №5, 1, 95
1078.0, Производственный  центр №1, 0, 0
1078.0, Производственный  центр №2, 0, 0
1078.0, Производственный  центр №3, 2, 67
1078.0, Производственный  центр №4, 0, 0
1078.0, Производственный  центр №5, 1, 95
1079.0, Производственный  центр №1, 0, 0
1079.0, Производственный  центр №2, 0, 0
1079.0, Производственный  центр №3, 2, 66
1079.0, Производственный  центр №4, 0, 0
1079.0, Производственный  центр №5, 1, 95
1080.0, Производственный  центр №1, 0, 0
1080.0, Производственный  центр №2, 0, 0
1080.0, Производственный  центр №3, 2, 66
1080.0, Производственный  центр №4, 0, 0
1080.0, Производственный  центр №5, 1, 94
1081.0, Производственный  центр №1, 0, 0
1081.0, Производственный  центр №2, 0, 0
1081.0, Производственный  центр №3, 2, 65
1081.0, Производственный  центр №4, 0, 0
1081.0, Производственный  центр №5, 1, 94
1082.0, Производственный  центр №1, 0, 0
1082.0, Производственный  центр №2, 0, 0
1082.0, Производственный  центр №3, 2, 64
1082.0, Производственный  центр №4, 0, 0
1082.0, Производственный  центр №5, 1, 94
1083.0, Производственный  центр №1, 0, 0
1083.0, Производственный  центр №2, 0, 0
1083.0, Производственный  центр №3, 2, 64
1083.0, Производственный  центр №4, 0, 0
1083.0, Производственный  центр №5, 1, 93
1084.0, Производственный  центр №1, 0, 0
1084.0, Производственный  центр №2, 0, 0
1084.0, Производственный  центр №3, 2, 63
1084.0, Производственный  центр №4, 0, 0
1084.0, Производственный  центр №5, 1, 93
1085.0, Производственный  центр №1, 0, 0
1085.0, Производственный  центр №2, 0, 0
1085.0, Производственный  центр №3, 2, 62
1085.0, Производственный  центр №4, 0, 0
1085.0, Производственный  центр №5, 1, 93
1086.0, Производственный  центр №1, 0, 0
1086.0, Производственный  центр №2, 0, 0
1086.0, Производственный  центр №3, 2, 62
1086.0, Производственный  центр №4, 0, 0
1086.0, Производственный  центр №5, 1, 92
1087.0, Производственный  центр №1, 0, 0
1087.0, Производственный  центр №2, 0, 0
1087.0, Производственный  центр №3, 2, 61
1087.0, Производственный  центр №4, 0, 0
1087.0, Производственный  центр №5, 1, 92
1088.0, Производственный  центр №1, 0, 0
1088.0, Производственный  центр №2, 0, 0
1088.0, Производственный  центр №3, 2, 60
1088.0, Производственный  центр №4, 0, 0
1088.0, Производственный  центр №5, 1, 92
1089.0, Производственный  центр №1, 0, 0
1089.0, Производственный  центр №2, 0, 0
1089.0, Производственный  центр №3, 2, 60
1089.0, Производственный  центр №4, 0, 0
1089.0, Производственный  центр №5, 1, 91
1090.0, Производственный  центр №1, 0, 0
1090.0, Производственный  центр №2, 0, 0
1090.0, Производственный  центр №3, 2, 59
1090.0, Производственный  центр №4, 0, 0
1090.0, Производственный  центр №5, 1, 91
1091.0, Производственный  центр №1, 0, 0
1091.0, Производственный  центр №2, 0, 0
1091.0, Производственный  центр №3, 2, 58
1091.0, Производственный  центр №4, 0, 0
1091.0, Производственный  центр №5, 1, 91
1092.0, Производственный  центр №1, 0, 0
1092.0, Производственный  центр №2, 0, 0
1092.0, Производственный  центр №3, 2, 58
1092.0, Производственный  центр №4, 0, 0
1092.0, Производственный  центр №5, 1, 90
1093.0, Производственный  центр №1, 0, 0
1093.0, Производственный  центр №2, 0, 0
1093.0, Производственный  центр №3, 2, 57
1093.0, Производственный  центр №4, 0, 0
1093.0, Производственный  центр №5, 1, 90
1094.0, Производственный  центр №1, 0, 0
1094.0, Производственный  центр №2, 0, 0
1094.0, Производственный  центр №3, 2, 56
1094.0, Производственный  центр №4, 0, 0
1094.0, Производственный  центр №5, 1, 90
1095.0, Производственный  центр №1, 0, 0
1095.0, Производственный  центр №2, 0, 0
1095.0, Производственный  центр №3, 2, 56
1095.0, Производственный  центр №4, 0, 0
1095.0, Производственный  центр №5, 1, 89
1096.0, Производственный  центр №1, 0, 0
1096.0, Производственный  центр №2, 0, 0
1096.0, Производственный  центр №3, 2, 55
1096.0, Производственный  центр №4, 0, 0
1096.0, Производственный  центр №5, 1, 89
1097.0, Производственный  центр №1, 0, 0
1097.0, Производственный  центр №2, 0, 0
1097.0, Производственный  центр №3, 2, 54
1097.0, Производственный  центр №4, 0, 0
1097.0, Производственный  центр №5, 1, 89
1098.0, Производственный  центр №1, 0, 0
1098.0, Производственный  центр №2, 0, 0
1098.0, Производственный  центр №3, 2, 54
1098.0, Производственный  центр №4, 0, 0
1098.0, Производственный  центр №5, 1, 88
1099.0, Производственный  центр №1, 0, 0
1099.0, Производственный  центр №2, 0, 0
1099.0, Производственный  центр №3, 2, 53
1099.0, Производственный  центр №4, 0, 0
1099.0, Производственный  центр №5, 1, 88
1100.0, Производственный  центр №1, 0, 0
1100.0, Производственный  центр №2, 0, 0
1100.0, Производственный  центр №3, 2, 52
1100.0, Производственный  центр №4, 0, 0
1100.0, Производственный  центр №5, 1, 88
1101.0, Производственный  центр №1, 0, 0
1101.0, Производственный  центр №2, 0, 0
1101.0, Производственный  центр №3, 2, 52
1101.0, Производственный  центр №4, 0, 0
1101.0, Производственный  центр №5, 1, 87
1102.0, Производственный  центр №1, 0, 0
